instruction,answer
Beri rekomendasi makanan kategori Jajanan.,"Halo! 🌟
Kalau kamu mau makan Jajanan, ada rekomendasi bagus nih! Coba deh ke **Eat Toast, Medan** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Basic Toast | Harga: 23000.0
- Thai Toast | Harga: 28000.0
- Extra 1 | Harga: 28000.0
- Extra 2 | Harga: 33000.0
- Bbq Toast | Harga: 28000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Aneka nasi/Minuman.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Aneka nasi/Minuman, ada rekomendasi bagus nih! Coba deh ke **Eatboss, Ring Road** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Cheesy Nachos | Harga: 21704.0
- Cireng Saos Rujak | Harga: 21704.0
- French Fries With Cheesy Dipping | Harga: 24185.0
- Singkong Goreng Sambal Penyet | Harga: 21704.0
- Bala Bala Mini | Harga: 21704.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Roti/Aneka nasi/India.,"Halo! 🌟
Kalau kamu mau makan Roti/Aneka nasi/India, ada rekomendasi bagus nih! Coba deh ke **Ejaz Biryani** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Chicken Biryani Double | Harga: 70000.0
- Chicken Biryani Single | Harga: 35000.0
- Mutton Biryani Double | Harga: 100000.0
- Mutton Biryani Single | Harga: 55000.0
- Beef Biryani Double | Harga: 120000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Timur Tengah.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Timur Tengah, ada rekomendasi bagus nih! Coba deh ke **Emados Shawarma, Condet** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Roasted Chicken Veggies | Harga: 139000.0
- Seperempat Ayam Guling Nasi Mandhi | Harga: 45980.0
- Setengah Ayam Guling Nasi Mandhi | Harga: 70180.0
- 1 Ayam Guling Nasi Mandhi | Harga: 119790.0
- Nasi Mandhi Hampers | Harga: 139000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Timur Tengah.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Timur Tengah, ada rekomendasi bagus nih! Coba deh ke **Emados Shawarma, Depok** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Roasted Chicken Veggies | Harga: 139000.0
- Seperempat Ayam Guling Nasi Mandhi | Harga: 45980.0
- Setengah Ayam Guling Nasi Mandhi | Harga: 70180.0
- 1 Ayam Guling Nasi Mandhi | Harga: 119790.0
- Nasi Mandhi Hampers | Harga: 139000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Sweets/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Minuman/Sweets/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Es Teh Indonesia ,Sukolilo** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Chizu Avocado LARGE | Harga: 23500.0
- Chizu Red Velvet LARGE | Harga: 23500.0
- Chizu Taro LARGE | Harga: 23500.0
- Brown Sugar LARGE | Harga: 25000.0
- Sea Salt Cookies & Cream LARGE | Harga: 24500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Sweets.,"Halo! 🌟
Kalau kamu mau makan Minuman/Sweets, ada rekomendasi bagus nih! Coba deh ke **Esteh Indonesia, Gwalk** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Chizu Avocado LARGE | Harga: 23500.0
- Chizu Red Velvet LARGE | Harga: 23500.0
- Chizu Taro LARGE | Harga: 23500.0
- Brown Sugar LARGE | Harga: 25000.0
- Sea Salt Cookies & Cream LARGE | Harga: 24500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Sweets/Jajanan/Minuman.,"Halo! 🌟
Kalau kamu mau makan Sweets/Jajanan/Minuman, ada rekomendasi bagus nih! Coba deh ke **Esteh Indonesia, Sidoarjo** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Chizu Avocado LARGE | Harga: 23500.0
- Chizu Red Velvet LARGE | Harga: 23500.0
- Chizu Taro LARGE | Harga: 23500.0
- Brown Sugar LARGE | Harga: 25000.0
- Sea Salt Cookies & Cream LARGE | Harga: 24500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori India/Jajanan/Timur Tengah.,"Halo! 🌟
Kalau kamu mau makan India/Jajanan/Timur Tengah, ada rekomendasi bagus nih! Coba deh ke **Faasos, Bintaro** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Trio Wrap Favorite | Harga: 105000.0
- Japanese Curry Chicken Rice Feast | Harga: 39990.0
- Cheesy Beef Overload Meal | Harga: 99970.0
- Signature Favourites | Harga: 271910.0
- Classic Favourites | Harga: 221820.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/India/Jajanan/Timur Tengah/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/India/Jajanan/Timur Tengah/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Faasos, Blok M** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Trio Wrap Favorite | Harga: 105000.0
- Japanese Curry Chicken Rice Feast | Harga: 39990.0
- Cheesy Beef Overload Meal | Harga: 99970.0
- Signature Favourites | Harga: 271910.0
- Classic Favourites | Harga: 221820.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Kopi/Jajanan/Aneka nasi/Minuman/Ayam & bebek.,"Halo! 🌟
Kalau kamu mau makan Kopi/Jajanan/Aneka nasi/Minuman/Ayam & bebek, ada rekomendasi bagus nih! Coba deh ke **FamilyMart, Sequis Tower** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- KSK 1L + Premium Coklat 1L + Pao Coklat (4pcs) | Harga: 150000.0
- Ice Kopi Vietnam | Harga: 13000.0
- Orange Tea Booster | Harga: 16000.0
- Ice Pineapple Mango Tea Booster | Harga: 16000.0
- 4 Siomay + 1 Ice Orange Berry Tea OL | Harga: 40000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Barat/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Barat/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Fat Daddy, Sedati** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Tea Beligo | Harga: 6500.0
- Sprite | Harga: 8000.0
- Cocacola | Harga: 8000.0
- Fanta | Harga: 7500.0
- Frestea | Harga: 6450.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Cepat saji/Chinese.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Cepat saji/Chinese, ada rekomendasi bagus nih! Coba deh ke **FatFoodMeli** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Risol Ayam | Harga: 10000.0
- Risol 4 Pack (Hemat) | Harga: 37000.0
- Dimsum Ayam | Harga: 15000.0
- Dimsum Ayam Isi 6 | Harga: 22000.0
- Dimsum Ayam Isi 8 | Harga: 30000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Kopi/Minuman/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Kopi/Minuman/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Father Kafe** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Cappucino | Harga: 14000.0
- Iced Mocha | Harga: 14000.0
- Cool Japanesse | Harga: 14000.0
- Iced Brew Moon | Harga: 14000.0
- Iced Matcha Latte | Harga: 15000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Chinese/Cepat saji/Jepang.,"Halo! 🌟
Kalau kamu mau makan Chinese/Cepat saji/Jepang, ada rekomendasi bagus nih! Coba deh ke **Fire Wok Kitchen** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Pangsit Mie Ayam Jamur Porsi Jumbo | Harga: 45000.0
- Mie Ayam Pangsit Jumbo | Harga: 35000.0
- Mie Chicken Teriyaki | Harga: 35000.0
- Mie Beef Teriyaki | Harga: 45000.0
- Nasi Goreng Sosis | Harga: 35000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Sweets/Jajanan/Roti.,"Halo! 🌟
Kalau kamu mau makan Sweets/Jajanan/Roti, ada rekomendasi bagus nih! Coba deh ke **FlapnJac, Setiabudi Barat** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- FLAPnJAC Pop Up Hamper | Harga: 130000.0
- Hampers Box of 6 | Harga: 130000.0
- Hampers Box Of 4 | Harga: 100000.0
- COMBO FLAPnJAC SUPER | Harga: 137000.0
- COMBO For 3 | Harga: 56000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Korea/Roti/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Korea/Roti/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Flossy Croffle** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Quartet Caramelized | Harga: 43750.0
- Octuple Caramelized | Harga: 71250.0
- Quartet Cinnamon | Harga: 48750.0
- Octuple Cinnamon | Harga: 77500.0
- Croffle Box S | Harga: 42500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Kopi/Minuman/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Kopi/Minuman/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Fore Coffee, Jatiwaringin** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Bundle Caramel Manuka Macchiato & Caramel Praline Macchiato | Harga: 64000.0
- Bundle Tropical Manuka Hibiscus & Aren Latte | Harga: 56000.0
- Bundle Manuka Americano & Aren Latte | Harga: 54000.0
- Bundle Berry Manuka Americano & Aren Latte | Harga: 56000.0
- Bundle Creamy Manuka Hibiscus & Aren Latte | Harga: 56000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Roti.,"Halo! 🌟
Kalau kamu mau makan Roti, ada rekomendasi bagus nih! Coba deh ke **France Bakery, Bambu** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Roti Pizza Bulat | Harga: 7500.0
- Roti Burger Ayam | Harga: 7000.0
- Roti Ayam | Harga: 7500.0
- Roti Cokelat Keju | Harga: 7000.0
- Roti Luar Dalam | Harga: 7000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Kopi/Minuman.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Kopi/Minuman, ada rekomendasi bagus nih! Coba deh ke **Fresh Boba, Tandes** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Original Boba Brown Sugar | Harga: 17500.0
- Caramel Boba Brown Sugar | Harga: 18750.0
- Butter Scotch Boba Brown Sugar | Harga: 18750.0
- Almond Boba | Harga: 18750.0
- Milo Machiato | Harga: 17000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Kopi/Minuman/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Kopi/Minuman/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Fresh Boba, Tandes** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Original Boba Brown Sugar | Harga: 17500.0
- Caramel Boba Brown Sugar | Harga: 18750.0
- Butter Scotch Boba Brown Sugar | Harga: 18750.0
- Almond Boba | Harga: 18750.0
- Milo Machiato | Harga: 17000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Minuman.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Minuman, ada rekomendasi bagus nih! Coba deh ke **Fritto Chicken, Sudarso** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- CHICKEN BURGER ORIGINAL | Harga: 20300.0
- CHICKEN CHEESE BURGER | Harga: 26100.0
- CRISPY CHICKEN BURGER | Harga: 29000.0
- CRISPY SPICY CHICKEN BURGER | Harga: 35500.0
- BEEF BURGER ORIGINAL | Harga: 23200.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Ayam & bebek.,"Halo! 🌟
Kalau kamu mau makan Minuman/Ayam & bebek, ada rekomendasi bagus nih! Coba deh ke **Fritto Chicken, Sudarso** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- CHICKEN BURGER ORIGINAL | Harga: 20300.0
- CHICKEN CHEESE BURGER | Harga: 26100.0
- CRISPY CHICKEN BURGER | Harga: 29000.0
- CRISPY SPICY CHICKEN BURGER | Harga: 35500.0
- BEEF BURGER ORIGINAL | Harga: 23200.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Minuman/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Minuman/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Fritto Chicken, TVRI** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- CHICKEN BURGER ORIGINAL | Harga: 20300.0
- CHICKEN CHEESE BURGER | Harga: 26100.0
- CRISPY CHICKEN BURGER | Harga: 29000.0
- CRISPY SPICY CHICKEN BURGER | Harga: 35500.0
- BEEF BURGER ORIGINAL | Harga: 23200.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Ayam & bebek/Barat.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Ayam & bebek/Barat, ada rekomendasi bagus nih! Coba deh ke **GUREE, Senopati** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Truffle Gyudon (US Beef) | Harga: 53000.0
- Andaliman Sirloin With Sambal Matah (AUS Beef) | Harga: 57000.0
- Jumbo Truffle Gyudon (US Beef) | Harga: 64599.0
- Jumbo Andaliman Sirloin With Sambal Matah (AUS Beef) | Harga: 68999.0
- Nasi | Harga: 7000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Minuman/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Minuman/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Garden Food Festival** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Es Tape Ijo / Hitam Ori (M) | Harga: 11500.0
- Es Tape Ijo / Hitam Ori (L) | Harga: 14000.0
- Es Tape Ijo / Hitam Nangka (M) | Harga: 17500.0
- Es Tape Ijo / Hitam Nangka (L) | Harga: 21000.0
- Es Gulo Regal (M) | Harga: 14500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Kopi/Minuman.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Kopi/Minuman, ada rekomendasi bagus nih! Coba deh ke **Garis Cafe** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Espresso | Harga: 14000.0
- Americano Hot | Harga: 16000.0
- Americano Cold (L) | Harga: 20000.0
- Long Black Hot | Harga: 16000.0
- Long Black Cold (L) | Harga: 20000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Sweets/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Minuman/Sweets/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Gelato House Cafe** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Small ( 1 Rasa ) | Harga: 28750.0
- Medium ( Mix 2 Rasa ) | Harga: 40250.0
- Large (Mix 3 Rasa) | Harga: 63250.0
- Croffle 1 Pcs | Harga: 12000.0
- Triple Croffle | Harga: 30000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Korea/Minuman/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Korea/Minuman/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Genkaya, Pabuaran** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Saikoro | Harga: 15000.0
- Sapi Berlemak | Harga: 15000.0
- Sapi Tanpa Lemak | Harga: 15000.0
- Ayam | Harga: 15000.0
- Cumi Cumi | Harga: 15000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek, ada rekomendasi bagus nih! Coba deh ke **Geprek Bensu, Karawang** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Romantis 1 | Harga: 57750.0
- Romantis 2 | Harga: 60500.0
- Combo 1 | Harga: 162000.0
- Combo 2 | Harga: 162000.0
- Combo 3 | Harga: 127500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Minuman/Aneka nasi.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Minuman/Aneka nasi, ada rekomendasi bagus nih! Coba deh ke **Geprek Mms, Gedangan** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Ayam Geprek Tanpa Nasi | Harga: 13500.0
- Nasi Ayam Geprek | Harga: 14000.0
- Nasi Ayam Geprek+Es Teh | Harga: 16000.0
- Nasi Ayam Geprek + Nutrisari Dingin / Hangat | Harga: 17500.0
- Nasi Ayam Geprek+Es Susu | Harga: 17500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Pizza & pasta.,"Halo! 🌟
Kalau kamu mau makan Pizza & pasta, ada rekomendasi bagus nih! Coba deh ke **Gianni's Pizzeria** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Half Cheesist Christ! N Half? | Harga: 350000.0
- Half Classic Pizza N Half? | Harga: 300000.0
- Classic Pizza | Harga: 34000.0
- Sexyroni | Harga: 39000.0
- Shrooms | Harga: 39000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Korea.,"Halo! 🌟
Kalau kamu mau makan Korea, ada rekomendasi bagus nih! Coba deh ke **Gildak, Tunjungan** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Itaewon Crispy Chicken W/ Nyambel Gwangju | Harga: 46000.0
- Itaewon Crispy Chicken Xxl W/ Nyambel Gwangju | Harga: 82000.0
- Itaewon Crispy Chicken W/ Nyambel Gwangju + Namsan Gonggi Bab | Harga: 48000.0
- Itaewon Mozzy Chicken W/ Nyambel Gwangju | Harga: 51000.0
- Itaewon Mozzy Chicken Xxl W/ Nyambel Gwangju | Harga: 92000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman.,"Halo! 🌟
Kalau kamu mau makan Minuman, ada rekomendasi bagus nih! Coba deh ke **Glek, Ketintang 157** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Es Kopi | Harga: 10000.0
- Es Kopi Susu | Harga: 15000.0
- Es Kopi Aren | Harga: 15000.0
- Es Kopi Susu Aren | Harga: 19000.0
- Es Kopi Susu Mint | Harga: 19000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Cepat saji/Jepang.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Cepat saji/Jepang, ada rekomendasi bagus nih! Coba deh ke **Go Kage, Mulyosari** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Kage Japan | Harga: 44000.0
- Kage Mentai | Harga: 43000.0
- Kage Matah | Harga: 42000.0
- Kage Mayo | Harga: 42000.0
- Kage Garlic | Harga: 44000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Bakmie/Barat.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Bakmie/Barat, ada rekomendasi bagus nih! Coba deh ke **GoSteak, Tj Priok** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Gongso Ayam | Harga: 27500.0
- Gongso Sapi | Harga: 33500.0
- Gongso Iga | Harga: 43500.0
- Chiken Steak | Harga: 31500.0
- Beef Steak | Harga: 43500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Aneka nasi/Jajanan/Jepang.,"Halo! 🌟
Kalau kamu mau makan Aneka nasi/Jajanan/Jepang, ada rekomendasi bagus nih! Coba deh ke **Gocha Gocha** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Beef Pepper Steak | Harga: 66000.0
- Grilled Chicken | Harga: 52000.0
- Salmon Pepper Steak | Harga: 78000.0
- Saikoro Steak | Harga: 72000.0
- Beef Pepper Rice | Harga: 41000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Bakmie.,"Halo! 🌟
Kalau kamu mau makan Bakmie, ada rekomendasi bagus nih! Coba deh ke **Golden Lamian, Jatiwaringin** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Value 1 | Harga: 65000.0
- Value 3 | Harga: 65000.0
- Value 4 | Harga: 65000.0
- Extra Spicy Ayam Goreng Lamian | Harga: 60999.0
- Extra Spicy Lamian Soup | Harga: 63500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan.,"Halo! 🌟
Kalau kamu mau makan Jajanan, ada rekomendasi bagus nih! Coba deh ke **Goorengan Indonesia** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Tahu Isi | Harga: 5000.0
- Ote Ote | Harga: 5000.0
- Hihang Hoheng | Harga: 5000.0
- Ahuu Etiss | Harga: 5000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Gorengan Bu Aidah** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Pisang Kepok Goreng | Harga: 2000.0
- Godok Godok Goreng | Harga: 1500.0
- Ubi Rambat Goreng | Harga: 1500.0
- Tahu Goreng | Harga: 1500.0
- Bakwan Goreng | Harga: 1500.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Chinese/Seafood.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Chinese/Seafood, ada rekomendasi bagus nih! Coba deh ke **Grand Liberty Restaurant** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Promo Murah Paket A | Harga: 238000.0
- Paket Murah B | Harga: 275000.0
- Paket Murah C | Harga: 430000.0
- Ayam Bawang Putih (1/2 Ekr) + Lumpia Sayur( 5pcs) | Harga: 180000.0
- Paket Bento A | Harga: 55000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Ayam & bebek/Kopi/Jajanan.,"Halo! 🌟
Kalau kamu mau makan Ayam & bebek/Kopi/Jajanan, ada rekomendasi bagus nih! Coba deh ke **Great Cafe Medan, Katamso** yang ada di medan.
Di sana ada banyak makanan enak loh seperti:
- Ayam Pecak Spesial Great | Harga: 19000.0
- Ayam Penyet Spesial Great | Harga: 19000.0
- Chiken Teriyaki | Harga: 25000.0
- Sup Ayam | Harga: 20000.0
- Udang Goreng Tepung | Harga: 28000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Cepat saji/Barat/Minuman.,"Halo! 🌟
Kalau kamu mau makan Cepat saji/Barat/Minuman, ada rekomendasi bagus nih! Coba deh ke **Greenly, Darmo Permai** yang ada di surabaya.
Di sana ada banyak makanan enak loh seperti:
- Oat Crusted Teriyaki Chicken Plate | Harga: 59000.0
- Naked Burger Plate | Harga: 59000.0
- Chipotle Chicken | Harga: 59000.0
- Sous-Vide Chicken & Shirataki Noodle Plate | Harga: 65000.0
- Lean Crying Tiger Steak Plate | Harga: 65000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Jajanan/Sweets/Cepat saji.,"Halo! 🌟
Kalau kamu mau makan Jajanan/Sweets/Cepat saji, ada rekomendasi bagus nih! Coba deh ke **Greenly, Senopati** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Oat Crusted Teriyaki Chicken Plate | Harga: 59000.0
- Naked Burger Plate | Harga: 59000.0
- Chipotle Chicken | Harga: 59000.0
- Sous-Vide Chicken & Shirataki Noodle Plate | Harga: 65000.0
- Lean Crying Tiger Steak Plate | Harga: 65000.0

Nyam nyam! Pasti enak deh! 😋"
Beri rekomendasi makanan kategori Minuman/Jajanan/Kopi.,"Halo! 🌟
Kalau kamu mau makan Minuman/Jajanan/Kopi, ada rekomendasi bagus nih! Coba deh ke **Groen Kopi** yang ada di jakarta.
Di sana ada banyak makanan enak loh seperti:
- Manggo Juice | Harga: 31250.0
- Orange Juice | Harga: 31250.0
- Strawberry Juice | Harga: 31250.0
- Classic Tea | Harga: 31250.0
- Lychee Tea | Harga: 31250.0

Nyam nyam! Pasti enak deh! 😋"
